region,date,velComp,estMethod,totalTweets,estimatedTweets,span,knots,absRelBias,mab,rmsd,tstat,pval
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,48_averaged,aspline_20 | degree 3,339422,330269.3502391109,-1.0,6.0,3.188613896904149,0.3180214504771463,0.5889066644740241,0.024709379136909137,6.863852823150533e-08
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,48_averaged,aspline_40 | degree 1,339422,331287.74597993435,-1.0,9.0,3.665209728622964,0.37089033777132524,0.7045407218766733,0.028782816940902206,2.048529272139869e-09
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,48_averaged,aspline_40 | degree 3,339422,318256.29004174046,-1.0,31.666666666666668,6.2358096877219396,0.7511929402170963,2.151005597508498,0.03478271393131723,7.401486830834377e-17
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,48_averaged,loess | 3 fold,339422,331794.4380016327,0.3,-1.0,2.7721142187392247,0.26875519470211456,0.5020619068419697,0.014583492507715333,0.0015221351033946498
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,48_averaged,loess | 5 fold,339422,338548.47371737164,0.21666666666666667,-1.0,3.345093834807654,0.27906999240758307,0.5203932100393748,0.022788907276702432,0.00012224603965463944
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,32_direct,aspline_20 | degree 1,339422,334003.8577503192,-1.0,7.666666666666667,4.4727107774381345,0.4940797530361844,1.0837830686029026,0.04349286193571159,1.385680459264904e-11
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,32_direct,aspline_20 | degree 3,339422,334750.3592347644,-1.0,16.0,5.442982618791848,0.6312006598664693,1.29704346119657,0.049141835889423564,3.4046839421838135e-15
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,32_direct,aspline_40 | degree 1,339422,334529.9447948979,-1.0,2.6666666666666665,5.351778230171281,0.9746259432840066,1.3242470889422167,0.0636864591033005,0.0
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,32_direct,aspline_40 | degree 3,339422,336071.73242889496,-1.0,12.333333333333334,5.789757594935163,0.5681305927680153,1.292182385118028,0.04606862134542603,2.7827007365033296e-09
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,32_direct,loess | 3 fold,339422,336736.2386903763,0.45,-1.0,4.1226606337006695,0.5279793564005487,1.050381139517382,0.034434210703283126,0.0
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,32_direct,loess | 5 fold,339422,336713.24486700696,0.3333333333333333,-1.0,4.986490938175358,0.3597317222383309,0.6762949833763051,0.024922705379400032,3.7137788990726506e-06
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,32_pooled,aspline_20 | degree 1,339422,316526.1896525545,-1.0,5.666666666666667,6.745529266649046,0.4280106451329629,0.6976169577536268,0.031021769938769567,0.0
"Atlanta-Sandy Springs-Roswell, GA",2020-10-08,32_pooled,aspline_20 | degree 3,339422,314982.4943840497,-1.0,20.0,7.200330448807169,0.39853156148518326,0.6810464821564773,0.03459786103685253,0.0
